Step,Agent,Action,Reason
1206,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1207,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1208,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1209,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1210,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1211,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1212,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1213,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1214,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1215,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1216,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1217,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1219,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1220,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1221,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1222,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1223,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1224,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1225,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1226,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1227,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1228,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1229,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1230,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1231,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1232,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1233,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1234,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1235,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1236,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1237,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1238,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1239,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1240,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1241,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1242,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1243,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1244,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1245,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1246,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1247,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1248,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1249,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1250,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1251,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1252,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1260,J1,Green NS,High Congestion (25 cars). Clearing queue.
1260,J2,Green EW,High Congestion (17 cars). Clearing queue.
1260,J3,Green EW,High Congestion (30 cars). Clearing queue.
1260,J4,Green EW,High Congestion (21 cars). Clearing queue.
1269,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1270,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1271,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1272,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1273,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1274,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1275,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1276,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1277,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1278,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1279,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1280,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1281,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1282,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1283,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1284,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1285,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1286,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1287,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1288,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1289,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1290,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1291,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1292,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1293,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1294,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1295,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1296,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1297,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1298,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1299,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1300,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1301,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1302,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1303,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1304,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1305,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1306,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1307,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1309,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1310,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1311,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1312,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1313,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1314,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1315,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1316,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1317,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1318,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1319,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1320,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1321,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1322,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1323,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1324,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1325,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1326,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1327,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1328,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1329,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1330,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1331,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1332,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1333,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1334,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1335,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1336,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1337,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1338,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1339,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1340,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1341,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1343,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1344,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1345,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1346,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1347,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1348,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1349,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1350,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1351,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1352,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1353,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1354,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1355,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1356,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1357,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1358,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1359,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1360,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1361,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1362,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1363,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1364,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1365,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1366,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1367,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1368,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1369,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1370,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1371,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1372,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1373,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1374,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1375,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1376,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1377,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1380,J1,Green EW,High Congestion (21 cars). Clearing queue.
1380,J2,Green EW,High Congestion (27 cars). Clearing queue.
1380,J3,Green NS,High Congestion (19 cars). Clearing queue.
1380,J4,Green NS,High Congestion (26 cars). Clearing queue.
1390,J1,Green NS,High Congestion (20 cars). Clearing queue.
1390,J2,Green EW,High Congestion (19 cars). Clearing queue.
1390,J3,Green EW,High Congestion (26 cars). Clearing queue.
1390,J4,Green EW,High Congestion (20 cars). Clearing queue.
1395,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1396,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1397,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1398,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1399,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1400,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1401,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1402,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1403,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1404,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1405,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1406,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1407,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1408,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1409,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1410,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1411,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1412,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1413,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1414,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1415,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1416,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1417,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1418,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1419,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1420,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1421,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1422,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1423,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1424,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1425,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1426,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1427,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1428,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1429,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1430,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1431,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1433,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1434,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1435,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1436,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1437,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1438,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1439,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1440,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1441,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1442,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1443,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1444,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1445,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1446,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1447,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1448,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1449,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1450,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1451,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1452,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1453,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1454,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1455,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1456,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1457,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1458,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1459,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1460,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1461,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1462,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1463,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1464,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1465,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1466,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1467,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1469,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1470,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1471,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1472,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1473,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1474,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1475,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1476,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1477,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1478,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1479,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1480,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1481,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1482,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1483,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1484,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1485,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1486,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1487,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1488,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1489,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1490,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1491,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1492,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1493,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1494,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1495,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1496,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1497,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1498,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1499,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1500,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1501,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1502,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1510,J1,Green EW,High Congestion (21 cars). Clearing queue.
1510,J2,Green EW,High Congestion (20 cars). Clearing queue.
1510,J3,Green EW,High Congestion (27 cars). Clearing queue.
1510,J4,Green NS,High Congestion (18 cars). Clearing queue.
1520,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1521,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1522,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1523,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1524,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1525,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1526,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1527,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1528,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1529,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1530,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1531,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1532,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1533,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1534,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1535,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1536,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1537,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1538,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1539,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1540,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1541,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1542,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1543,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1544,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1545,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1546,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1547,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1548,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1549,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1550,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1551,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1552,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1553,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1554,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1555,SYSTEM,OVERRIDE,Ambulance detected at APPROACHING_J1_WEST
1557,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1558,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1559,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1560,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1561,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1562,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1563,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1564,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1565,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1566,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1567,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1568,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1569,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1570,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1571,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1572,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1573,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1574,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1575,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1576,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1577,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1578,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1579,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1580,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1581,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1582,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1583,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1584,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1585,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1586,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1587,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1588,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1589,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1590,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1591,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J1_J2
1593,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1594,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1595,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1596,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1597,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1598,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1599,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1600,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1601,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1602,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1603,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1604,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
1605,SYSTEM,OVERRIDE,Ambulance detected at BETWEEN_J2_J4
